User_ID,Age,Gender,Occupation,Game_Type,Daily_Gaming_Hours,Weekly_Gaming_Hours,Primary_Gaming_Time,Sleep_Hours,Stress_Level,Focus_Level,Academic_or_Work_Score,Productivity_Level,Performance_Impact
,27.0,Female,Working Professional,Strategy,1.1,7.7,Night,6.2,3.0,3.0,64.0,64.0,Neutral
U0252,20.0,Female,Student,Casual,3.2,22.4,Morning,6.4,9.0,8.0,83.0,83.0,Neutral
U0253,34.0,Male,Student,Puzzle,0.6,4.2,Night,5.9,3.0,8.0,65.0,63.0,Neutral
U0254,31.0,Female,Student,Casual,2.8,19.6,Night,6.3,8.0,8.0,66.0,63.0,Neutral
U0255,24.0,Female,Student,Simulation,5.4,37.8,Morning,6.3,,6.0,,53.0,
U0256,21.0,Female,Working Professional,Simulation,4.9,34.3,Night,6.6,7.0,5.0,67.0,69.0,Neutral
U0257,29.0,Female,Student,Casual,2.2,15.4,Night,6.1,8.0,7.0,62.0,62.0,Neutral
U0258,21.0,Male,Working Professional,Action,4.9,34.3,Morning,8.2,3.0,8.0,63.0,63.0,Neutral
U0259,30.0,Female,Student,Sports,2.6,18.2,Night,,8.0,6.0,93.0,90.0,Neutral
U0260,27.0,Male,Student,Puzzle,3.5,24.5,Evening,8.2,4.0,7.0,65.0,67.0,Neutral
U0261,30.0,Female,Working Professional,Casual,3.9,27.3,Evening,8.0,2.0,6.0,63.0,61.0,Neutral
U0262,18.0,Male,Working Professional,Action,2.8,19.6,Evening,7.9,9.0,4.0,60.0,64.0,Neutral
U0263,34.0,Male,Student,Puzzle,1.7,11.9,Night,5.7,,7.0,86.0,89.0,Neutral
U0264,24.0,Female,Student,Casual,5.0,35.0,Night,6.0,2.0,9.0,83.0,86.0,Neutral
U0265,20.0,Female,Student,Strategy,4.6,32.2,Morning,5.7,2.0,6.0,71.0,71.0,Negative
U0266,31.0,Male,Student,Strategy,5.0,35.0,,6.9,7.0,,94.0,99.0,Neutral
U0267,28.0,Female,Working Professional,Simulation,4.9,34.3,Evening,6.8,6.0,7.0,89.0,86.0,Neutral
U0268,26.0,Male,Student,Strategy,5.7,39.9,Morning,6.6,3.0,4.0,81.0,76.0,Neutral
U0269,26.0,Female,Working Professional,Sports,4.4,30.8,Morning,7.8,8.0,6.0,64.0,68.0,Neutral
U0270,29.0,,Working Professional,Puzzle,4.0,28.0,Night,8.0,3.0,6.0,87.0,86.0,Neutral
U0271,29.0,Male,Working Professional,Strategy,0.5,3.5,Evening,7.6,3.0,8.0,84.0,89.0,Positive
U0272,35.0,Male,,Puzzle,5.0,35.0,Night,6.5,7.0,9.0,73.0,73.0,Neutral
U0273,32.0,Female,Student,Sports,4.7,32.9,Morning,4.7,9.0,3.0,62.0,59.0,Negative
U0274,29.0,Female,Student,Puzzle,6.0,42.0,Night,8.1,6.0,4.0,72.0,68.0,Neutral
U0275,31.0,Male,,Action,5.5,38.5,Morning,5.2,8.0,8.0,74.0,72.0,Negative
U0276,18.0,Female,Student,Sports,3.1,21.7,Night,5.0,5.0,7.0,83.0,,Neutral
U0277,28.0,Female,Working Professional,Strategy,1.2,8.4,Evening,4.8,8.0,3.0,61.0,57.0,Neutral
U0278,34.0,Male,Student,Sports,4.8,33.6,Evening,7.5,4.0,8.0,64.0,60.0,Neutral
U0279,32.0,Male,Student,Action,4.5,31.5,Morning,7.0,4.0,6.0,94.0,99.0,Neutral
U0280,22.0,Male,Working Professional,,4.6,32.2,Morning,6.9,8.0,5.0,82.0,82.0,Neutral
U0281,27.0,Male,Student,Casual,1.9,13.3,Evening,6.9,6.0,9.0,56.0,,Neutral
U0282,25.0,Female,Student,Simulation,2.1,14.7,Morning,4.7,5.0,6.0,79.0,75.0,Neutral
U0283,29.0,Male,Working Professional,Action,5.9,41.3,Morning,8.2,4.0,6.0,91.0,92.0,Neutral
U0284,,Female,Working Professional,Sports,3.7,25.9,Night,4.6,5.0,3.0,58.0,59.0,Neutral
U0285,20.0,Male,Student,Simulation,2.7,18.9,Evening,7.1,4.0,5.0,60.0,59.0,Neutral
U0286,19.0,Male,Student,Sports,2.6,18.2,Morning,7.0,3.0,5.0,82.0,80.0,Neutral
U0287,18.0,Male,Student,Strategy,3.0,21.0,Evening,6.9,6.0,8.0,66.0,62.0,Neutral
U0288,26.0,Male,Student,Puzzle,5.7,39.9,Evening,6.6,6.0,4.0,78.0,75.0,Neutral
U0289,29.0,Male,Working Professional,Simulation,2.0,14.0,Morning,4.8,3.0,6.0,84.0,87.0,
U0290,34.0,Male,Student,,2.5,17.5,Morning,5.5,3.0,7.0,62.0,60.0,Neutral
U0291,31.0,Male,Working Professional,Strategy,0.8,5.6,Evening,6.0,4.0,4.0,57.0,60.0,Neutral
U0292,34.0,Male,Student,Strategy,5.5,38.5,Night,5.8,3.0,7.0,78.0,74.0,Negative
U0293,28.0,Male,Working Professional,Action,5.9,41.3,Evening,8.3,3.0,6.0,73.0,72.0,Neutral
U0294,32.0,Female,Working Professional,Strategy,1.6,11.2,Night,6.8,6.0,8.0,94.0,92.0,Neutral
U0295,18.0,Male,Working Professional,Casual,5.5,38.5,Night,7.5,5.0,4.0,55.0,56.0,Neutral
U0296,21.0,Male,Student,Sports,5.3,37.1,Evening,8.3,2.0,9.0,79.0,78.0,Neutral
U0297,19.0,Male,Working Professional,Casual,5.8,40.6,Evening,8.4,4.0,8.0,72.0,68.0,Neutral
U0298,30.0,Male,Student,Sports,3.0,21.0,Night,7.5,3.0,7.0,63.0,68.0,Neutral
U0299,28.0,Female,Working Professional,Puzzle,5.8,40.6,Morning,5.4,6.0,9.0,75.0,76.0,
U0300,32.0,Female,Working Professional,Sports,0.9,6.3,Morning,5.3,3.0,4.0,61.0,58.0,Neutral
U0301,26.0,Male,Student,Strategy,3.4,23.8,Night,8.4,5.0,6.0,74.0,76.0,Neutral
U0302,20.0,Male,Working Professional,Sports,2.2,,Night,7.3,2.0,4.0,75.0,72.0,Neutral
U0303,35.0,Male,Student,Sports,0.8,5.6,Morning,5.7,,3.0,80.0,82.0,Neutral
U0304,24.0,Female,Working Professional,,4.9,34.3,Night,5.1,2.0,3.0,69.0,66.0,Negative
U0305,20.0,Male,,Strategy,5.7,39.9,Morning,4.8,6.0,9.0,59.0,54.0,Negative
U0306,19.0,Male,Working Professional,Casual,5.5,38.5,Evening,7.8,7.0,3.0,57.0,59.0,Neutral
U0307,23.0,Female,Working Professional,Sports,3.2,22.4,Morning,6.0,8.0,4.0,77.0,75.0,Neutral
U0308,31.0,Female,Student,Action,0.7,,Evening,7.0,5.0,8.0,73.0,75.0,Positive
U0309,30.0,Female,Working Professional,Simulation,2.6,18.2,Evening,6.2,5.0,8.0,89.0,84.0,Neutral
U0310,18.0,Female,Student,Action,2.4,16.8,Evening,6.8,7.0,6.0,72.0,69.0,
U0311,23.0,Male,Student,Casual,0.8,5.6,Morning,8.5,7.0,9.0,92.0,90.0,
U0312,30.0,Female,Student,Strategy,2.0,14.0,Morning,7.8,2.0,9.0,69.0,73.0,
U0313,22.0,Male,Working Professional,Simulation,3.8,26.6,Evening,7.7,7.0,7.0,56.0,56.0,Neutral
U0314,18.0,Female,Student,Puzzle,1.5,10.5,Night,4.7,2.0,4.0,93.0,91.0,Neutral
U0315,18.0,Male,Student,Action,1.6,11.2,Night,5.0,4.0,9.0,75.0,70.0,Neutral
U0316,21.0,Female,Working Professional,,5.2,36.4,Morning,8.3,7.0,8.0,80.0,,Neutral
U0317,28.0,Male,Working Professional,Strategy,5.9,41.3,Night,7.4,8.0,9.0,95.0,,Neutral
U0318,23.0,Male,Working Professional,Simulation,3.7,25.9,Morning,5.2,6.0,8.0,73.0,70.0,Neutral
U0319,33.0,Male,Working Professional,Casual,1.5,10.5,Morning,5.8,5.0,8.0,91.0,87.0,Neutral
U0320,28.0,Female,Student,Puzzle,1.8,12.6,Morning,8.4,4.0,8.0,60.0,65.0,Positive
U0321,19.0,Female,,Casual,1.9,13.3,Evening,,6.0,9.0,,56.0,Neutral
U0322,30.0,Male,Working Professional,Simulation,5.8,40.6,Night,8.0,9.0,6.0,77.0,80.0,Neutral
U0323,18.0,Female,Working Professional,Action,4.7,32.9,Morning,5.4,9.0,,57.0,56.0,Negative
U0324,20.0,Female,Working Professional,Casual,2.4,16.8,Morning,8.1,4.0,8.0,59.0,,Neutral
U0325,28.0,Male,Student,Sports,2.9,20.3,Night,7.1,8.0,4.0,58.0,54.0,Neutral
U0326,25.0,Male,Student,Sports,3.5,24.5,Night,8.2,6.0,8.0,73.0,72.0,Neutral
U0327,20.0,Female,Working Professional,Strategy,3.5,24.5,Morning,6.5,2.0,,55.0,56.0,Neutral
U0328,27.0,Female,Working Professional,Sports,0.6,4.2,Night,5.2,6.0,3.0,85.0,81.0,Neutral
U0329,29.0,Male,Working Professional,Action,2.0,14.0,Evening,7.1,8.0,4.0,78.0,79.0,Positive
U0330,21.0,,Working Professional,Simulation,2.9,20.3,Evening,5.6,6.0,7.0,58.0,55.0,Neutral
U0331,31.0,Female,Student,Sports,5.8,40.6,Evening,6.9,2.0,9.0,79.0,82.0,Neutral
U0332,22.0,Male,Working Professional,Strategy,0.9,6.3,Morning,8.1,2.0,7.0,91.0,94.0,Positive
U0333,31.0,Male,Student,Simulation,5.8,40.6,Evening,7.7,4.0,3.0,82.0,78.0,Neutral
U0334,30.0,Female,Working Professional,Simulation,2.3,16.1,Evening,7.4,3.0,3.0,79.0,82.0,Neutral
U0335,22.0,Male,Student,Simulation,5.5,38.5,Morning,4.5,8.0,3.0,81.0,78.0,Negative
,33.0,Female,Student,Strategy,4.8,33.6,Evening,8.0,7.0,6.0,71.0,72.0,Neutral
U0337,25.0,Male,Working Professional,Puzzle,2.7,18.9,Evening,7.0,8.0,3.0,80.0,80.0,Neutral
U0338,21.0,Male,Student,Puzzle,0.6,4.2,Night,7.8,6.0,5.0,72.0,74.0,Positive
U0339,20.0,Male,Working Professional,Strategy,2.9,20.3,Evening,7.8,6.0,8.0,81.0,85.0,Neutral
U0340,23.0,Male,Working Professional,Casual,4.6,32.2,Night,7.5,7.0,9.0,58.0,61.0,Neutral
U0341,19.0,Male,Student,Sports,2.7,18.9,Morning,7.6,2.0,4.0,67.0,65.0,Neutral
U0342,30.0,Male,Student,Strategy,5.5,38.5,Evening,7.3,6.0,5.0,84.0,87.0,Neutral
U0343,29.0,Male,Working Professional,Casual,3.2,22.4,Night,6.3,9.0,7.0,90.0,90.0,Neutral
U0344,25.0,Male,Student,Puzzle,1.0,7.0,Night,4.6,2.0,4.0,91.0,89.0,Neutral
U0345,23.0,Male,Student,Puzzle,2.8,19.6,Night,4.6,2.0,6.0,63.0,68.0,Neutral
U0346,32.0,Female,Student,Sports,4.9,34.3,Evening,5.7,6.0,6.0,79.0,79.0,Negative
U0347,34.0,Female,Working Professional,Puzzle,4.2,29.4,Night,7.8,8.0,7.0,61.0,56.0,Neutral
U0348,26.0,Female,Student,Strategy,1.1,7.7,Night,4.8,6.0,8.0,75.0,74.0,Neutral
U0349,22.0,Male,Working Professional,Puzzle,4.7,32.9,Evening,8.1,8.0,8.0,75.0,80.0,Neutral
U0350,28.0,Male,Working Professional,Casual,5.5,38.5,Evening,6.1,2.0,7.0,91.0,89.0,Neutral
U0351,22.0,Female,Student,Casual,3.3,23.1,Evening,7.9,4.0,5.0,61.0,63.0,Neutral
U0352,28.0,Female,Working Professional,Simulation,4.1,28.7,Evening,5.4,5.0,8.0,74.0,75.0,Negative
U0353,20.0,Female,Student,Simulation,3.1,21.7,Morning,5.0,2.0,9.0,95.0,99.0,Neutral
U0354,,Male,Working Professional,Sports,5.3,37.1,Night,6.0,6.0,6.0,58.0,55.0,Neutral
U0355,33.0,Female,Student,Puzzle,5.4,37.8,Night,8.4,4.0,5.0,66.0,62.0,Neutral
U0356,23.0,Female,Student,Strategy,0.8,5.6,Night,6.3,5.0,9.0,65.0,69.0,Neutral
U0357,19.0,Male,Working Professional,Action,2.9,20.3,Evening,6.2,8.0,6.0,79.0,74.0,Neutral
U0358,25.0,Male,Working Professional,Puzzle,4.7,32.9,Morning,6.6,2.0,8.0,55.0,60.0,Neutral
U0359,27.0,Female,Working Professional,Casual,1.1,7.7,Night,6.5,6.0,4.0,59.0,54.0,Neutral
U0360,24.0,Male,Working Professional,Action,3.8,26.6,Morning,5.9,4.0,5.0,86.0,86.0,Neutral
U0361,34.0,Male,Student,Puzzle,1.7,11.9,Night,8.4,5.0,8.0,56.0,60.0,Positive
U0362,19.0,Male,,Casual,4.1,28.7,Morning,4.6,6.0,9.0,89.0,93.0,Negative
U0363,26.0,Female,Student,Strategy,0.8,5.6,Night,5.0,9.0,6.0,62.0,65.0,Neutral
U0364,34.0,Female,Student,,4.3,30.1,Morning,,8.0,8.0,61.0,66.0,Negative
U0365,24.0,Male,Working Professional,Simulation,3.3,23.1,Morning,7.0,6.0,3.0,61.0,63.0,Neutral
U0366,24.0,Female,Working Professional,Strategy,2.5,17.5,Morning,6.1,4.0,3.0,90.0,92.0,Neutral
U0367,33.0,Male,Student,Simulation,0.6,4.2,Morning,4.9,3.0,9.0,91.0,96.0,Neutral
U0368,27.0,Female,Working Professional,Action,,31.5,Morning,4.9,6.0,8.0,69.0,,Negative
U0369,21.0,Male,Student,Action,5.0,35.0,Morning,8.0,6.0,5.0,75.0,76.0,Neutral
U0370,20.0,Female,Working Professional,,,28.7,Morning,5.2,7.0,6.0,94.0,93.0,Negative
U0371,31.0,Male,Student,Strategy,2.7,18.9,Night,8.3,6.0,9.0,79.0,81.0,Neutral
,33.0,Female,,Simulation,4.5,31.5,Evening,8.4,4.0,3.0,81.0,85.0,
U0373,31.0,Female,Student,Action,4.8,33.6,Evening,6.9,4.0,6.0,86.0,82.0,Neutral
U0374,34.0,,Working Professional,Casual,4.1,28.7,Night,4.5,5.0,8.0,76.0,79.0,Negative
U0375,,Male,Student,Simulation,,13.3,Evening,5.9,8.0,4.0,90.0,94.0,Neutral
U0376,25.0,Female,Working Professional,Action,5.2,36.4,Night,8.0,3.0,9.0,86.0,86.0,Neutral
U0377,32.0,Female,Working Professional,Action,1.7,11.9,Evening,7.1,8.0,,70.0,66.0,Positive
U0378,30.0,Female,Student,,3.0,21.0,Night,5.0,9.0,8.0,56.0,52.0,Neutral
U0379,32.0,Female,Working Professional,Action,0.5,3.5,Morning,4.9,6.0,7.0,90.0,88.0,Neutral
U0380,21.0,Male,Student,Action,5.1,35.7,Evening,5.8,9.0,8.0,78.0,80.0,Negative
U0381,21.0,,Student,Sports,2.5,17.5,Morning,7.0,6.0,7.0,88.0,88.0,Neutral
U0382,24.0,Male,Student,Sports,5.0,35.0,Morning,7.5,8.0,3.0,71.0,75.0,Neutral
U0383,21.0,Female,Working Professional,Casual,,21.0,Night,7.6,7.0,3.0,81.0,76.0,Neutral
U0384,35.0,Female,Working Professional,Simulation,5.8,40.6,Morning,5.0,9.0,3.0,88.0,83.0,Negative
U0385,28.0,,Working Professional,Simulation,4.3,30.1,Night,5.2,4.0,3.0,79.0,84.0,Negative
U0386,,Female,Working Professional,Casual,,32.9,Night,5.6,7.0,5.0,,80.0,Negative
U0387,27.0,Female,Student,Casual,5.2,36.4,Night,7.3,5.0,4.0,68.0,72.0,Neutral
U0388,35.0,Female,Working Professional,Casual,5.9,41.3,Night,5.2,7.0,8.0,62.0,62.0,Negative
U0389,,Male,Working Professional,Strategy,5.4,37.8,Morning,6.6,8.0,9.0,55.0,58.0,Neutral
U0390,19.0,Female,Student,Simulation,4.2,29.4,Morning,5.3,4.0,5.0,71.0,68.0,Negative
U0391,25.0,Female,Student,Sports,2.5,17.5,Evening,6.3,5.0,8.0,90.0,91.0,Neutral
U0392,26.0,Male,Working Professional,Strategy,2.8,19.6,Night,7.7,7.0,7.0,58.0,53.0,Neutral
U0393,32.0,Male,Student,Strategy,4.4,30.8,Morning,7.1,5.0,9.0,67.0,66.0,Neutral
,26.0,Male,Student,Simulation,4.5,31.5,Evening,5.0,2.0,6.0,72.0,75.0,Negative
U0395,19.0,Female,Working Professional,Simulation,0.5,3.5,Night,6.4,4.0,3.0,64.0,64.0,Neutral
U0396,34.0,Male,Student,Sports,2.5,17.5,Night,7.6,7.0,7.0,69.0,,Neutral
U0397,29.0,,Student,Simulation,3.5,24.5,Night,4.9,5.0,4.0,76.0,76.0,Neutral
U0398,25.0,,Student,Casual,3.1,21.7,Evening,6.7,2.0,3.0,77.0,79.0,Neutral
U0399,27.0,Male,Working Professional,Simulation,2.6,18.2,Night,7.7,3.0,6.0,71.0,,Neutral
U0400,21.0,Male,Student,Casual,3.0,21.0,Morning,4.7,5.0,5.0,87.0,83.0,Neutral
U0401,24.0,Female,Student,Casual,1.7,11.9,Night,7.0,5.0,9.0,82.0,78.0,Positive
U0402,19.0,Male,Working Professional,Simulation,1.3,9.1,Morning,6.3,7.0,3.0,60.0,56.0,Neutral
U0403,30.0,Female,Working Professional,Action,3.7,25.9,Evening,5.4,6.0,6.0,79.0,81.0,Neutral
U0404,20.0,Female,Student,Puzzle,4.2,29.4,Night,6.6,3.0,9.0,92.0,87.0,Neutral
U0405,18.0,Female,Student,Simulation,2.2,,Morning,4.8,9.0,6.0,80.0,85.0,Neutral
U0406,29.0,Male,Student,Action,1.3,9.1,Morning,6.1,6.0,8.0,64.0,63.0,Neutral
U0407,24.0,Female,Student,Strategy,0.5,3.5,Morning,6.9,3.0,5.0,68.0,68.0,Neutral
U0408,19.0,Female,Student,Puzzle,1.7,11.9,Night,,5.0,,66.0,71.0,Positive
U0409,25.0,Male,Working Professional,,0.9,6.3,Morning,4.9,9.0,5.0,77.0,74.0,Neutral
U0410,27.0,Male,Working Professional,Puzzle,5.5,38.5,Evening,5.8,,5.0,94.0,99.0,Negative
U0411,29.0,Male,Working Professional,Sports,1.4,9.8,Evening,5.8,5.0,8.0,82.0,81.0,Neutral
U0412,20.0,Female,Student,Simulation,2.9,20.3,Morning,7.6,9.0,7.0,61.0,,Neutral
U0413,34.0,Male,Working Professional,Simulation,1.9,13.3,Morning,8.0,3.0,8.0,59.0,54.0,Positive
U0414,30.0,Male,Working Professional,Strategy,5.5,38.5,Evening,6.7,9.0,8.0,64.0,64.0,Neutral
U0415,25.0,Male,Student,Sports,3.3,23.1,Morning,4.9,7.0,7.0,55.0,60.0,Neutral
U0416,19.0,Male,Working Professional,Strategy,1.5,10.5,Morning,8.3,4.0,8.0,85.0,85.0,Positive
U0417,33.0,Female,Student,Action,2.0,14.0,Night,5.4,5.0,7.0,78.0,79.0,Neutral
U0418,35.0,Male,Working Professional,Casual,2.3,16.1,Evening,7.3,6.0,9.0,71.0,75.0,Neutral
U0419,25.0,Female,Working Professional,Puzzle,2.5,17.5,Evening,7.1,3.0,7.0,71.0,72.0,Neutral
U0420,23.0,Male,Student,Simulation,4.9,34.3,Night,8.0,2.0,7.0,63.0,65.0,Neutral
U0421,,,Working Professional,Casual,2.0,14.0,Morning,5.1,,5.0,93.0,89.0,Neutral
U0422,31.0,Male,Student,Action,3.1,21.7,Morning,6.4,5.0,7.0,65.0,70.0,Neutral
,23.0,Female,Student,Simulation,3.7,25.9,Evening,5.1,2.0,7.0,64.0,59.0,Neutral
U0424,24.0,Female,Working Professional,Sports,3.8,26.6,Morning,6.8,2.0,8.0,73.0,69.0,Neutral
U0425,34.0,Female,Student,Casual,1.7,11.9,Night,6.1,4.0,,92.0,89.0,
U0426,22.0,Male,Student,Strategy,2.4,16.8,Night,6.3,3.0,4.0,79.0,80.0,Neutral
,21.0,Male,Working Professional,Simulation,5.2,36.4,Night,6.5,8.0,9.0,64.0,68.0,Neutral
U0428,22.0,Male,Working Professional,Simulation,0.7,4.9,Evening,7.6,3.0,3.0,85.0,90.0,Positive
U0429,29.0,Male,Working Professional,Strategy,2.5,17.5,Evening,4.7,8.0,4.0,,86.0,Neutral
U0430,31.0,Female,Student,Action,3.1,21.7,Night,5.4,3.0,5.0,,96.0,Neutral
U0431,24.0,Female,Working Professional,,4.6,32.2,Morning,4.5,3.0,7.0,55.0,56.0,Negative
U0432,29.0,Female,Working Professional,Strategy,1.4,9.8,Evening,7.1,6.0,5.0,89.0,90.0,Positive
U0433,33.0,Female,Working Professional,Simulation,3.5,24.5,Evening,6.7,4.0,5.0,90.0,93.0,Neutral
U0434,32.0,Male,Student,Strategy,,33.6,Night,6.1,4.0,9.0,62.0,60.0,Neutral
U0435,18.0,Male,Student,Sports,2.7,18.9,Night,5.9,2.0,4.0,79.0,84.0,Neutral
U0436,19.0,Female,Working Professional,Simulation,2.9,20.3,Night,4.8,5.0,5.0,60.0,64.0,Neutral
U0437,33.0,Female,Student,Strategy,3.4,23.8,Night,7.3,2.0,9.0,66.0,71.0,Neutral
U0438,34.0,Male,Student,Casual,5.6,39.2,Morning,6.6,5.0,3.0,93.0,96.0,
U0439,29.0,Female,Working Professional,,2.5,17.5,Morning,7.1,,,72.0,73.0,Neutral
U0440,35.0,Female,Working Professional,Puzzle,3.3,23.1,Morning,7.4,3.0,3.0,90.0,89.0,Neutral
U0441,23.0,Female,Student,Simulation,,26.6,Morning,5.3,8.0,7.0,55.0,54.0,Neutral
,35.0,Female,Working Professional,Sports,3.3,23.1,Night,5.9,3.0,9.0,87.0,86.0,Neutral
U0443,32.0,Male,Working Professional,Action,3.2,22.4,Evening,5.5,7.0,9.0,84.0,89.0,Neutral
,31.0,Female,Student,Casual,0.9,6.3,Evening,7.0,5.0,8.0,69.0,69.0,Positive
U0445,33.0,Female,Working Professional,Strategy,1.9,13.3,Night,4.9,7.0,3.0,90.0,87.0,Neutral
U0446,25.0,Female,Student,Strategy,2.0,14.0,Morning,8.3,5.0,6.0,67.0,65.0,Positive
U0447,20.0,Female,Student,Simulation,5.1,35.7,,7.8,7.0,4.0,61.0,57.0,Neutral
U0448,33.0,Male,Working Professional,Sports,5.2,36.4,Morning,6.0,7.0,6.0,91.0,90.0,Neutral
U0449,34.0,Female,Working Professional,Casual,4.6,32.2,Morning,5.0,8.0,6.0,89.0,84.0,Negative
U0450,24.0,Female,Student,Puzzle,3.0,21.0,Evening,5.0,9.0,5.0,55.0,50.0,Neutral
U0451,28.0,Female,Student,Sports,3.9,27.3,Evening,5.5,6.0,4.0,72.0,74.0,Neutral
U0452,32.0,Male,Student,Simulation,1.7,11.9,Night,7.3,7.0,5.0,80.0,79.0,Positive
U0453,31.0,Female,Student,Strategy,1.8,12.6,Night,4.9,6.0,9.0,70.0,73.0,Neutral
U0454,34.0,Female,Working Professional,Puzzle,1.3,9.1,Evening,7.7,4.0,6.0,86.0,83.0,Positive
U0455,24.0,Female,Working Professional,Casual,3.6,25.2,Morning,6.8,8.0,3.0,65.0,60.0,Neutral
U0456,26.0,Female,Student,Sports,3.0,21.0,Morning,5.8,7.0,5.0,90.0,93.0,Neutral
U0457,35.0,Male,Working Professional,Puzzle,2.4,16.8,Evening,7.2,5.0,7.0,91.0,96.0,Neutral
U0458,27.0,Female,Student,Strategy,4.2,29.4,Night,6.4,9.0,3.0,79.0,83.0,Neutral
U0459,23.0,Female,Student,Puzzle,4.9,34.3,Evening,5.8,8.0,9.0,59.0,55.0,Negative
U0460,34.0,Female,Working Professional,Strategy,4.1,28.7,Morning,7.3,8.0,5.0,83.0,83.0,Neutral
U0461,24.0,Male,Working Professional,Action,5.2,36.4,Morning,5.0,5.0,8.0,71.0,67.0,Negative
U0462,20.0,Male,Working Professional,Simulation,0.9,6.3,Morning,8.0,2.0,3.0,80.0,83.0,Positive
U0463,27.0,Female,Student,Strategy,1.0,7.0,Night,8.2,8.0,5.0,69.0,67.0,Positive
U0464,,Female,Working Professional,Strategy,5.1,35.7,Night,4.6,7.0,9.0,75.0,77.0,Negative
U0465,31.0,Female,Working Professional,Sports,3.5,24.5,Night,6.9,9.0,8.0,95.0,99.0,Neutral
U0466,22.0,Female,Student,Action,1.7,11.9,Night,4.9,6.0,5.0,81.0,80.0,Neutral
U0467,18.0,Female,Working Professional,Puzzle,5.0,35.0,Morning,7.9,7.0,5.0,85.0,88.0,Neutral
U0468,,Male,Working Professional,Simulation,4.7,32.9,Evening,7.7,5.0,9.0,55.0,58.0,Neutral
U0469,26.0,Male,Working Professional,Casual,2.7,18.9,Morning,5.2,8.0,,79.0,77.0,Neutral
U0470,31.0,Male,Student,Strategy,3.3,23.1,Morning,7.7,6.0,5.0,89.0,88.0,Neutral
U0471,24.0,Female,Student,Strategy,2.1,14.7,Morning,7.0,9.0,5.0,94.0,,Neutral
U0472,32.0,Male,Student,Action,5.8,40.6,Morning,4.6,3.0,5.0,72.0,69.0,Negative
U0473,32.0,Male,Working Professional,Action,0.6,4.2,Morning,5.4,8.0,5.0,86.0,86.0,Neutral
U0474,24.0,Female,Working Professional,Action,0.8,,Morning,7.6,3.0,7.0,85.0,82.0,Positive
U0475,19.0,Male,Working Professional,Casual,5.9,41.3,Morning,7.4,8.0,9.0,83.0,81.0,Neutral
U0476,23.0,Male,Student,Puzzle,3.4,23.8,Evening,8.4,9.0,6.0,74.0,74.0,Neutral
U0477,25.0,Female,Working Professional,Action,4.0,28.0,Morning,,2.0,9.0,68.0,64.0,Negative
U0478,19.0,Female,Student,Puzzle,4.9,34.3,Morning,6.8,8.0,9.0,70.0,65.0,Neutral
,19.0,Female,Student,Casual,1.9,13.3,Night,6.5,7.0,9.0,95.0,90.0,Neutral
U0480,29.0,Female,Student,Action,4.9,34.3,Night,5.0,5.0,5.0,90.0,95.0,Negative
U0481,35.0,Female,Working Professional,Strategy,2.6,18.2,Night,7.4,6.0,3.0,86.0,88.0,Neutral
U0482,23.0,Male,Student,Sports,1.5,10.5,Evening,5.9,9.0,5.0,93.0,96.0,Neutral
U0483,30.0,Male,Student,Simulation,5.0,35.0,Evening,6.7,9.0,3.0,95.0,98.0,Neutral
U0484,24.0,Female,Student,Simulation,4.8,33.6,Evening,5.5,3.0,8.0,89.0,90.0,Negative
U0485,20.0,Male,Student,Strategy,2.3,16.1,Morning,7.1,3.0,3.0,88.0,93.0,Neutral
U0486,30.0,Female,Working Professional,Action,1.6,11.2,Evening,6.4,3.0,,91.0,96.0,Neutral
U0487,32.0,Male,Working Professional,Simulation,1.7,11.9,Night,7.4,2.0,4.0,86.0,82.0,Positive
,26.0,Male,Student,Puzzle,5.7,39.9,Morning,6.2,7.0,9.0,58.0,62.0,Neutral
U0489,30.0,Male,Student,Simulation,5.7,39.9,Night,8.3,3.0,3.0,69.0,72.0,Neutral
U0490,21.0,Female,Working Professional,Casual,1.9,13.3,Night,7.0,4.0,7.0,90.0,91.0,Positive
U0491,28.0,Male,Working Professional,Puzzle,2.8,19.6,Evening,4.9,4.0,7.0,80.0,83.0,Neutral
U0492,28.0,Male,Student,Sports,3.5,24.5,Night,8.5,7.0,6.0,,96.0,Neutral
U0493,19.0,Female,Student,Simulation,5.6,39.2,Morning,5.5,9.0,6.0,80.0,75.0,Negative
U0494,18.0,Female,Student,Action,6.0,42.0,Morning,5.7,6.0,4.0,68.0,68.0,Negative
U0495,25.0,Female,Working Professional,Action,3.0,21.0,Night,5.1,6.0,5.0,92.0,90.0,Neutral
U0496,23.0,Female,Student,Simulation,2.7,,Night,8.2,3.0,8.0,75.0,77.0,Neutral
U0497,29.0,Female,Working Professional,Action,2.2,15.4,Morning,7.4,8.0,3.0,58.0,58.0,Neutral
U0498,19.0,Female,Student,Puzzle,4.6,32.2,Night,7.9,2.0,8.0,95.0,96.0,Neutral
U0499,30.0,Female,Student,Strategy,3.6,,Evening,5.8,5.0,4.0,58.0,63.0,Neutral
U0500,19.0,Female,Working Professional,,2.1,14.7,Evening,6.1,4.0,5.0,60.0,62.0,Neutral
U0501,35.0,Male,Working Professional,Sports,3.3,23.1,Night,7.6,4.0,9.0,63.0,65.0,Neutral
